advertise,B_size,Dining_1,Dining_2,Dining_3,Campaign,Opening,Batching_1,Batching_2,Batching_3,Profit
2.8,39,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,619.57
2.8,31,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,608
2.8,23,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,591.64
2.8,15,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,545.88
2.8,31,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,608
2.9,31,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,596.57
2.8,31,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,608
2.7,31,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,597.51
2.6,31,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,593.9
2.5,31,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,49 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,585.3
2.5,31,46 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.06
2.5,31,48 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,585.19
2.5,31,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.13
2.5,31,46 minutes,46 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,585.29
2.5,31,47 minutes,46 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,585.69
2.5,31,47 minutes,48 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,580.97
2.5,31,47 minutes,47 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,584.29
2.5,31,47 minutes,47 minutes,73 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,584.28
2.5,31,47 minutes,47 minutes,74 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,584.28
2.5,31,47 minutes,47 minutes,70 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,584.28
2.5,31,47 minutes,47 minutes,69 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,584.28
2.5,31,47 minutes,47 minutes,48 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,584.27
2.5,31,47 minutes,47 minutes,47 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,584.27
2.5,31,47 minutes,47 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,584.29
2.5,31,55 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,573.38
2.5,31,50 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,585.12
2.5,31,45 minutes,50 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,571.5
2.5,31,50 minutes,70 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,439.69
2.5,31,50 minutes,50 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,569
2.5,31,50 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,585.12
2.5,31,60 minutes,60 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,464.05
2.5,31,60 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,531.7
2.5,31,45 minutes,45 minutes,75 minutes,Awareness,330,Tables of 8,Tables of 8,Tables of 4 to 8,273.1
2.5,31,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,45 minutes,45 minutes,70 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,45 minutes,45 minutes,65 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,45 minutes,45 minutes,60 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,45 minutes,45 minutes,55 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,45 minutes,45 minutes,54 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,45 minutes,45 minutes,51 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,45 minutes,45 minutes,45 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,45 minutes,45 minutes,46 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,45 minutes,45 minutes,47 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,45 minutes,45 minutes,48 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,45 minutes,45 minutes,49 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,45 minutes,45 minutes,53 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,45 minutes,49 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,573.47
2.5,31,45 minutes,50 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,571.43
2.5,31,70 minutes,45 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,395.71
2.5,31,50 minutes,45 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,585.12
2.5,31,45 minutes,45 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,588.01
2.5,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,464
2.4,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,458.21
2.6,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,450.89
2.7,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,436.3
2.8,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,439.52
2.9,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,412.54
3,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,401.71
2.5,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,464
2,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,455.86
1.5,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,453.66
1,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,360.34
0.5,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,380.43
0,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,392.27
2.8,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,439.52
2.8,31,60 minutes,60 minutes,50 minutes,Awareness,330,Tables of 8,Tables of 8,Tables of 4 to 8,16.62
2.8,31,60 minutes,60 minutes,50 minutes,Awareness,210,Tables of 8,Tables of 8,Tables of 4 to 8,-835.97
2.8,31,60 minutes,60 minutes,50 minutes,Awareness,270,Tables of 8,Tables of 8,Tables of 4 to 8,-293.65
2.8,31,60 minutes,60 minutes,50 minutes,Awareness,330,Tables of 8,Tables of 8,Tables of 4 to 8,16.62
2.8,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,439.52
2.8,39,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,431.4
2.8,87,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,-87.41
2.8,39,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,431.4
2.8,31,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,439.52
2.8,23,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,438.59
2.8,15,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,413.32
2.8,15,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,4 share a table,407.81
2.8,15,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,413.32
2.8,15,60 minutes,60 minutes,50 minutes,Happy Hour,330,None,Tables of 8,Tables of 4 to 8,-29.36
2.8,15,60 minutes,60 minutes,50 minutes,Happy Hour,330,4 share a table,Tables of 8,Tables of 4 to 8,151.95
2.8,15,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,285.67
2.8,15,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,413.32
2.8,15,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,None,Tables of 4 to 8,-47.31
2.8,15,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 4 to 8,Tables of 4 to 8,194.13
2.8,15,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,403.15
2.8,15,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,413.32
2.8,15,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 4 to 8,Tables of 4 to 8,93.31
2.8,15,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,403.15
2.8,55,60 minutes,60 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,370.78
2.8,55,60 minutes,60 minutes,60 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,371.11
2.8,55,60 minutes,60 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,371.46
2.8,55,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,646.26
